ArticleId,Headline,Description,Date
141,"Nagpur: Minor girl blackmailed, raped by boyfriend and his associates ","In a shocking incident, a minor girl from Nagpur was gang raped by his boyfriend and two other associates after the latter blackmailed her with a video which he had recorded earlier.As per the report, the victim who belongs to the Jaripatka locality of Nagpur lived in a rented room of Butibori area, with a friend. The victim, who is also a student of an engineering college, came in contact with the accused name Yash Anand Kamble of his class and the two got into a relationship.During their relationship period, the couple came close together and on one such occasion, the private moment of the couple was secretly recorded by the boyfriend.On April 17, the boy called his classmate to his house and showed her the video which he had recorded unknowing to the girl and demanded sexual favours for his two friends namely Bittu Khobragade and Chiku Khobragde and himself.The trio then allegedly raped the girl. Traumatized by her ordeal the girl then approached Jaripatka Police Station where her statement and complaint were recorded.A case was registered against the accused and they were subsequently arrested.READ | Yamuna Expressway Authority approves Rs 4,528 crore budget for 2022-23 | Details",2022-04-27
142,One held with gold worth over Rs 2 crore at Jaipur airport ,"A team of the Directorate of Revenue Intelligence (DRI) seized gold worth over Rs 2 crore from a passenger at the Jaipur International Airport on Wednesday.As per information, the gold whose weight is estimated to be 5 kgs was found concealed in the passenger's luggage.Meanwhile, the market value of the seized gold is said to be more than Rs 2 crore.""The flight had arrived yesterday but the luggage came today and the gold was found in the luggage. The DRI is investigating"", said Jaipur Airport Coordination in charge, Charan Singh to India Today.The departmental team is currently engaged in further investigation.READ MORE| Gold worth Rs 41.6 lakh seized at Jaipur airport, one arrested",2022-04-27
143,Adivi Sesh's Major to release in theatres on June 3,"Adivi Sesh's much-awaited film, Major, is gearing up for a grand release in theatres this summer. On April 27, the actor took to social media to announce the new release date of the film. According to the latest announcement, Major is all set to be released in theatres on June 3. Directed by Sashi Kiran Tikka, Major is based on the life of Major Sandeep Unnikrishnan, who lost his life in the 26/11 terror attack in Mumbai.Major was initially slated to release in theatres on May 27. However, there's a slight change in release date for unknown reasons. Today, April 27, Advi Sesh announced the latest release date.Sharing a new poster, Sesh wrote, ""Slight change in date! SUMMER HEAT wave hits theatres one week later. JUNE 3 it is! #MajorTheFilm worldwide #Telugu :: #Hindi :: #Malayalam #MajorOnJune3rd #MajorSandeepUnnikrishnan (sic).""Here's the post:Slight change in date SUMMER HEAT wave hits theatres one week laterJUNE 3 it is! #MajorTheFilm worldwide #Telugu :: #Hindi :: #Malayalam #MajorOnJune3rd #MajorSandeepUnnikrishnan pic.twitter.com/4hmDShZFhdDue to the Covid-19 pandemic, Major suffered several delays.Major is a biopic written by Sashi Kiran Tikka. The film is jointly produced by Sony Pictures India, G Mahesh Babu Entertainment and A+S Movies. The film will release in three languages - Telugu, Hindi and Malayalam. Adivi Sesh will be playing the titular role in the film.Apart from Sesh, the film also features Sobhita Dhulipala, Saiee Manjrekar, Prakash Raj, Revathi Nair and Murali Sharma in key roles. Composer Sricharan Pakala, cinematographer Vamsi Patchipulusu and editors Vinay Kumar Sirigineedi and Kotai Pavan Kalyan are part of the technical team.",2022-04-27
144,Deepika Padukone named Cannes 2022 jury member. All about her red carpet looks,"There couldn't be better news for Deepika Padukone as the diva has made it to the list of jury members at the upcoming Cannes Film Festival. Yes, after slaying her way into her fan's hearts with her Cannes appearances, she is now set to represent India with her being a part of a 9-member jury at the 75th edition of the prestigious film festival which reviews and reward one of the 21 films in Competition with the Palme d'Or.Apart from Deepika, other members of the jury this year include Rebecca Hall, Noomi Rapace from Sweden, filmmakers Jasmine Trinca from Italy, Iranian director Asghar Farhadi, Ladj Ly from France, Jeff Nichols from the United States and Joachim Trier from Norway. French actor Vincent Lindon will preside over the Cannes Film Festival`s jury this year and the festival will be held from May 17-28.According to reports, Deepika will be making her big appearance at Cannes this year, as part of her collaboration with Louis Vuitton, a French luxury fashion house and company. Moreover, the actress has also been signed as one of the global ambassadors of the brand and her Instagram feed is already a proof of her association with the popular luxury house.Now, Bollywood divas always make a style statement at the Cannes Film Festival every year, but Deepika Padukone is one of the very few who has nailed every look. In fact, she is one of the constants at the red carpet since a last couple of years and if looked closely, one can even trace the evolution of her sartorial choices.With just a few years in the industry, the diva managed to grab eyeballs. While Hollywood celebrities sizzled in western gowns at the 2010 Cannes Film Festival, she made India proud in France in a beautiful white and golden Rohit Bal saree. Deepika Padukone wore a low back blouse with embellished strings pulling it together. She opted for a low bun, showing off her tattoo and completed the look with a Kundan earrings and a matching bindi.In 2017, Deepika turned up the heat in a bold dark purple Marchesa Notte ensemble as she walked down the Cannes red carpet representing cosmetics brands - L'Oreal Paris.Her second appearance in the same year was equally impressive as she chose an emerald green Brandon Maxwell one-shoulder gown with a long train and a thigh-high slit. She had aptly teamed her stunning outfit with heels by Chloe Gosselin and chose accessories by de Grisogono. A high bun and statement earrings rounded off her look.Similarly in 2018, Deepika turned heads by donning a hot pink gown from Ashi Studio’s collection. She completed her look with matching stilettoes, smokey eyes and a chic hairdo. And if this wasn't enough, Deepika left her fans asking for more when she walked down the red carpet in white Zuhair Murad gown, posing for thousands of cameras, looking like a million bucks.That's right, she cast a spell on the onlookers with her everlasting beauty and breathtakingly beautiful ensemble that featured a flowy cape and intricate work.Deepika was a vision in 2019 when she stepped out in a lime green tulle tiered gown from Giambattista Valli. Her outfit featured a long train and it was accessorized with a rose gold floral headwrap from Emily-London. She looked elegant even in her black and white Dundas couture gown.So yes, with her stunning outfits, minimum accessories and on point makeup, Deepika has surely looked nothing less than alluring in each of her Cannes appearance over the years and now all eyes are on her as she is set to walk down the red carpet as one of the jury members this year in May.",2022-04-27
145,Vijay Babu sexual assault case: What the victim has said against the Kerala actor,"A female actor in the Malayalam film industry has accused actor Vijay Babu of sexually assaulting her for over one month. The victim has alleged that the accused, Vijay Babu, physically assaulted her and sexually exploited her from March 13 to April 14, 2022.However, Vijay Babu, in his Facebook Live post, has dismissed these allegations and said that he has not done anything wrong. Further, he said that he would file a defamation suit and “won’t let her go that easily.”The actress/victim, in a post on the Facebook group named Women Against Sexual Harassment, has elaborated the details of the alleged sexual assault.The victim, in the post, began by saying that she had known him for a few years in the industry and had worked together with him for a movie.She alleged that throughout this time he had gained her trust by being friendly and advising her, as she was a newcomer in the film industry with no proper guidance.“He behaved like my saviour for my personal and professional problems but, under the guise, has sexually exploited me,” claimed the victim.The victim alleged that the accused, Vijay Babu, had intoxicated her and sexually abused her without consent.“Whenever I was conscious, I refused consent to sex. But for him it was never an issue and, disregarding my protest, he has raped me several times during the past one-and-a half months,” she said.“When I was incapable of saying yes or no consciously, he used my body as a tool for his pleasure. He has forced himself on me and even forced me into oral sex in a car against my will. I was in a state of shock, incapable of talking or responding,” the victim said on the Facebook post.“I was under his control and was scared to speak up because of the clout , influence and power he wielded in the film industry. It was a trap to use me,” says the victim.The victim also detailed the assault that Vijay Babu allegedly did to her.“One day, for denying sex, he stamped forcefully on my stomach when I was on my periods. He spit sputum on my face and forced himself on me against my will. I was too traumatised to realise what was happening at that time but today I realise I was subjected to rape,” alleged the victim.The victim also revealed that she had discovered that there were several other women who had been subjected to this trap by Vijay Babu.“He has recorded a nude video of mine and threatened me with its consequences and also threatened my life. I fear for his blackmail and for my safety. I am not keeping my mouth shut anymore. I can't take this pain anymore. I strongly believe I will get justice for the sexual and physical assaults I have gone through by Vijay Babu. No one should go through this pain and trauma anymore in their life,” she said.“I ask all the women who had this experience from him and are silenced to speak up because together we can stop him from exploiting another girl,” she said in the post.The rape case against Malayalam actor and producer Vijay Babu has shocked the Malayalam Industry. The Ernakulam South police had registered a case against Vijay Babu on April 22, based on a complaint lodged by a young woman actress.In the complaint, she alleged that Vijaya Babu tortured her several times at his apartment in Ernakulam on a promise that she would get lots of opportunities from him in the cinema industry. Later, Vijay Babu was charged with rape and causing grievous bodily harm. The police have not yet been able to question Vijaya Babu.However, on April 26 , Vijay Babu came on Facebook live and alleged that the young woman actress was torturing him. Vijaya Babu also alleged that he was the 'real victim' and revealed the identity of the young actress. Vijay Babu said he had enough evidence against the girl.",2022-04-27
146,150 KMPH on the way: Kuldeep Sen promises more pace after RCB win,"Tearaway Indian pacer Kuldeep Sen picked four wickets against Royal Challengers Bangalore on Tuesday, 26 April in the Indian Premier League. Sen registered his best figures in the IPL this season against the Faf du Plessis led side propelling his team to the top of the points table. Playing just his third game this season, the right armer showed his ability to hit the hard length and extract a lot of bounce at good pace.While he is not quite as quick as Umran Malik, but has vowed to reach 150ks this season. Speaking to Riyan Parag, another Royals player that did very well in the RCB game, Sen said that he has been encouraged to bowl quick by the management and was confident of breaching the 150 mark soon enough.""150 is on the way but I am quite close to that. I get a lot of motivation to bowl quick,"" Sen said.Analysing his performance from the game, Kuldeep revealed that he and captain Sanju Samson had a word with each other early in the second innings when they agreed that it was a two-paced wicket and runs would be difficult to score.""In the back of my mind, I knew that I had to hit the hard length, besides that there wasn't a lot to be done here,"" Kuldeep concluded on the matter.The current edition of the Indian Premier League has been a golden opportunity for domestic fast bowlers, who have been able to showcase their talent. The likes of Arshdeep Singh, Yash Dayal, Mukhesh Choudhary and Umran Malik have already put up strong performances and at some point in the future will come in the reckoning for the Indian team.",2022-04-27
147,It’s official: Robert Pattinson and Matt Reeves to return for The Batman 2,"Hollywood studio Warner Bros has officially announced a sequel to its recent superhero hit The Batman. Robert Pattinson, who played the titular superhero in the Matt Reeves-directed movie, will return for the sequel along with the filmmaker.The studio shared the news of The Batman 2 during its presentation at the CinemaCon on Tuesday night, as per The Hollywood Reporter. “Matt took one of our most iconic and beloved superheroes and delivered a fresh. Matt Reeves, Rob Pattinson and the entire team will be taking audiences back to Gotham with The Batman 2,” Warner Bros movie chief Toby Emmerich said during the presentation.The Batman featured Pattinson as the caped crusader, who has been fighting crime in Gotham City for two years, uncovering corruption while pursuing the Riddler (played by Paul Dano), a serial killer who targets Gotham’s elite.It also featured Zoe Kravitz as Selina Kyle/Catwoman, Jeffrey Wright as James Gordon, John Turturro as Carmine Falcone, Peter Sarsgaard as Gil Colson, Andy Serkis as Alfred Pennyworth and Colin Farrell as Oswald Cobblepot/Penguin.The movie, which released in theatres worldwide in March this year, has so far raked in over USD 750 million at the global box office.",2022-04-27
148,Delhi man stabs brother to death after argument over alcohol addiction,"In the Ranhola region of Outer Delhi, a man was arrested for the murder of his own brother. The accused stabbed his brother in the chest after a heated argument over his alcohol addiction.The incident took place when the brothers got into an argument about the victim’s alcohol addiction. In the heat of the moment, the accused, Sujit, brutally murdered the victim by stabbing him in the chest. The police have confiscated the knife used for the crime from the possession of the accused. According to the police, on Saturday, they received information from Ram Manohar Lohia Hospital that a young man named Manjeet Singh was admitted in a state of unconsciousness; after which they rushed to the spot.At the hospital, the doctor declared Manjeet was brought dead. Post-mortem revealed that a knife injury near the left side of the chest. After this, the police registered a case of murder.The police scanned the CCTV cameras installed around the victim's house and questioned his family when they got suspicious of Sujit.After multiple rounds of interrogation, he finally admitted to his crime, saying that he was very angry with his brother because of his drinking habits.READ MORE| Lucknow: Man kills brother after failing to woo his wife; arrested",2022-04-27
149,"China has detected 1st human case of H3N8 bird flu, 4-year-old infected","China has confirmed the first known human case of the H3N8 strain of avian flu, but health authorities say there is a low risk of widespread transmission among people.H3N8 is known to have been circulating since 2002 after first emerging in North American waterfowl. It is known to infect horses, dogs and seals, but has not previously been detected in humans.China's National Health Commission on Tuesday said a four-year-old boy living in central Henan province tested positive for the strain after being hospitalised earlier this month with a fever and other symptoms.The boy's family raised chickens at home and lived in an area populated by wild ducks, the NHC said in a statement.ALSO READ | Bird flu found in fox in Japan's first mammal infectionThe boy was infected directly by birds and the strain was not found to have ""the ability to effectively infect humans"", the commission said.It added that tests of the boy's close human contacts found ""no abnormalities"".The NHC said the boy's case was a ""one-off cross-species transmission, and the risk of large-scale transmission is low"".It warned the public to nevertheless stay away from dead or sick birds and seek immediate treatment for fever or respiratory symptoms.ALSO READ | Beijing to test 21 million residents amid fresh Omicron outbreak in ChinaAvian influenza occurs mainly in wild birds and poultry. Cases of transmission between humans are extremely rare.The H5N1 and H7N9 strains of bird flu, detected in 1997 and 2013, respectively, have been responsible for most cases of human illness from avian influenza, according to the US Centers for Disease Control.Human infections of zoonotic, or animal-borne, influenzas are ""primarily acquired through direct contact with infected animals or contaminated environments, but do not result in efficient transmission of these viruses between people"", according to the World Health Organisation.In 2012, H3N8 was blamed for the deaths of more than 160 seals off the northeastern coast of the United States after it caused deadly pneumonia in the animals.ALSO READ | Zoos hiding birds as avian flu spreads in North America",2022-04-27
150,"Heatwave conditions to prevail till April 30 in Noida, mercury to rise further","Heatwave conditions are likely to continue till Saturday, April 30, in Noida and Ghaziabad, according to the India Meteorological Department (IMD).The IMD has predicted a further rise in temperature — by 2-4 degrees — in the neighbouring districts in the next few days.During the heatwave spell, Noida’s maximum temperature is expected to rise to 45 degrees Celsius from Wednesday to Friday and it is likely to breach 46 degrees Celsius on Saturday.Meanwhile, in Ghaziabad, the maximum temperature is expected to be recorded at 42 degrees on Wednesday and 43 degrees for the next three days.The weather department has also predicted light rainfall with dust storms in parts of Uttar Pradesh on April 29.READ MORE | IMD predicts no rainfall for Gurugram this week; yellow alert issued from ThursdayREAD MORE | Long power cuts in Noida, Gurugram, Ghaziabad amid soaring heat in Delhi-NCR",2022-04-27
151,Indian Idol 12 winner Pawandeep Rajan celebrates his birthday with Superstar Singer 2 contestants,"Superstar Singer 2 recently premiered on Sony TV. The kids' singing reality show's second edition has talented contestants who are being mentored by captains Pawandeep Rajan, Arunita Kanjilal, Sayli Kamble, Mohd, Danish and Salman Ali. Pawandeep, who turns 26 today, April 27, celebrated his birthday with the contestants of Superstar Singer 2.Superstar Singer 2 contestants planned a heartwarming birthday surprise for their captain Pawandeep bhaiya, who they really look up to. The birthday bash was full of dancing, singing to endless laughter. The kids surprised Captain Pawandeep by throwing a little party for him. The decorated the room with balloons, made beautiful birthday cards, and sang songs to make the Birthday Boy feel special.Overwhelmed with the kids' warm gestures, Pawandeep Rajan said, “The celebration planned by the contestants made me very emotional as it touched me deeply. I would like to express my love and gratitude to them for such a sweet beautiful celebration. I could not ask for a better way of celebrating my special day. These kids hold a special place in my heart.""Talking about his birthday wish, he added, “I wish this coming year comes with a lot of happiness and good luck. I feel really fortunate to step into another phase of my life with Superstar Singer 2 where I am getting to meet such extraordinary kids from across the nation and create an everlasting bond with them while the mentoring process. It will be a mutual learning experience with all of them where I will get to learn and even will be able to inculcate the values and teachings in them. There are other commitments around a few of the shows and films are in pipeline but, having said that, Superstar Singer Season 2 is the only thing that is rolling in my mind for now.”Superstar Singer Season 2 airs every Saturday and Sunday on Sony TV.",2022-04-27
152,James Cameron's Avatar 2 trailer to be showcased at CinemaCon 2022?,"We can't wait for James Cameron's Avatar 2 now! Ever since its inception, the makers have been doing their best not to spill any beans about the plot of the film's sequels. However, if reports are to be believed, the first glimpse of the magnum opus will be first revealed at CinemaCon 2022. Fans will also be excited to know that the second installment of the sci-fi franchise will release on December 16. This is almost thirteen years after the release of the original Avatar.As per reports by THR, the first footage of the sequels is expected to be shown at CinemaCon. The event is currently underway in Las Vegas. The event has earlier showed off the opening 15 minutes of Brad Pitt's Bullet Train and of Spider-Man: Across The Spider-Verse suggesting the same for Avatar's sequel.Industry insider Steven Weintraub recently took to Twitter to state that Avatar 2's trailer might debut during the third day of CinemaCon 2022. His tweet read, ""Now 100000% sure the first #avatar 2 footage will be shown at #CinemaCon. What I can’t figure out is if it’s the trailer or 15 to 20 min of footage. Will know Wednesday. Remember never, ever bet against @JimCameron Cannot wait to see how he’s using technology to tell story (sic).""Check out his tweet below:Now 100000% sure the first #avatar 2 footage will be shown at #CinemaCon. What I can’t figure out is if it’s the trailer or 15 to 20 min of footage. Will know Wednesday.Remember never, ever bet against @JimCameron. Cannot wait to see how he’s using technology to tell story. pic.twitter.com/esupEDot4RExcited fans cannot wait now to witness the magic James Cameron created over the past decade. Avatar first released in 2009. It was a huge hit and earned 2.7 billion USD at the global box office.",2022-04-27
153,Chhavi Mittal says 'no pain killers are helping' after recovering from cancer,"Television actress Chhavi Mittal recently underwent breast cancer surgery and post that, she was declared cancer-free. However, the actress is experiencing a lot of pain after undergoing the surgery. Today, April 27, Chhavi shared a long note, in which she mentioned no amount of pain killers are helping her but she is keeping a positive outlook towards life. Chhavi went on to add that she had been strictly instructed by her surgeons to not post any dance reels.Chhavi Mittal took to her official Instagram handle and posted a long note to her fans and followers. ""It’s amazing how quickly we forget pain. The pain I felt after the C section, or the one I had after an ovarian surgery years ago.. or the excruciating pain of my back injury which also healed. I’m holding on to that feeling of forgetting the pain, to focus on the time that’ll come after a few days.. coz right now there’s so much pain that no amount of pain killer is helping. What’s helping though is seeing the smiles on the faces of well wishers who are coming to visit me.. and the messages u guys are sending.. typing is a struggle rn, even double tapping the msgs, but please know that I’m reading as much as i can and thank you for that. I’ve been strictly instructed by my surgeons to not post any dance reels but not that i can rn (sic),"" wrote Chhavi.Check out her post below:A post shared by Chhavi Mittal (@chhavihussein)For the unaware, Chhavi Mittal's breast cancer surgery lasted for six hours. In a social media post, the actress mentioned that she is relieved as the worst is over and her road to recovery has started.On the personal front, the actress is married to Mohit Hussein and they are blessed with two children - Arzeera and Arham.",2022-04-27
154,Why share market is down today | Check top gaining shares,"The Sensex and Nifty fell on Wednesday after all major sectors posted losses, as appetite for risky assets soured over fears about a global economic slowdown, while conglomerate Reliance Industries scaled a record high.The NSE Nifty 50 index was down 0.89 per cent or 152.25 points at 17,048.55, while the S&P BSE Sensex fell 0.78 per cent or 446.27 points to 56,910.34. Both the indexes rose more than 1 per cent each in the previous session.Global stocks were hurt by news of Russia cutting gas supplies to Eastern Europe, prospects of aggressive US interest rate hikes, worries over sky-high inflation and stringent Covid-19-related curbs in China.The MSCI's broadest index of Asia-Pacific shares outside Japan fell 1.1 per cent to its lowest level since March 15.In India, stocks across sectors lost ground. Just three of the 50 stocks on the Nifty 50 index gained.Nifty's small-cap index fell 1.3 per cent and the mid-cap index slipped 1 per cent. Nifty's volatility index, an indicator of the degree of volatility traders expect over the next 30 days, rose 6.6 per cent.Hindustan Unilever was down 1.1 per cent ahead of quarterly results, while Bajaj Finance fell more than 5 per cent to a five-week low and was the top percentage loser on the Nifty 50.Bucking the trend, Reliance Industries extended gains for a second session, jumping 1 per cent.Mahindra Logistics jumped 10 per cent following quarterly results, while Care Ratings tumbled 11 per cent after saying its CEO had resigned.ALSO READ | Elon Musk owns Twitter but will Tesla pay the price?",2022-04-27
155,Order successfully delivered: Our DNA came from deep space,"As we go deep into the universe to look for another rock that could harbour life, we are still trying to figure out how the process of life jumpstarted on Earth. Analysis of meteorites has now shown that the chemical ingredients of life were delivered to Earth from deep space.A team of researchers from the Institute of Low-Temperature Science (ILTS) at Hokkaido University has reported the discovery of nucleobases in three carbonaceous meteorites. Nucleobases are nitrogen-containing compounds crucial in forming DNA's characteristic double-helix structure.The study published in the journal Nature Communications states that the researchers identify various pyrimidine nucleobases such as cytosine, uracil, and thymine, and their structural isomers such as isocytosine, imidazole-4-carboxylic acid, and 6-methyluracil. It is to be noted that the DNA is made up of nucleobases called adenine (A), thymine (T), cytosine (C), and guanine (G), meanwhile, RNA, also uses A, C and G, but swaps out thymine for uracil (U).The researchers examined material from three meteorites - one that fell in 1950 near the town of Murray in the U.S. state of Kentucky, one that fell in 1969 near the town of Murchison in Australia's Victoria state, and one that fell in 2000 near Tagish Lake in Canada's British Columbia province.All three are classified as carbonaceous chondrites, made of rocky material thought to have formed early in the solar system's history. They are carbon-rich, with the Murchison and Murray meteorites containing about 2% organic carbon by weight and the Tagish Lake meteorite containing about 4% organic carbon. Carbon is a primary constituent of organisms on Earth.The confirmation of an extraterrestrial origin of a complete set of nucleobases found in DNA and RNA buttresses the theory that meteorites could have been an important source of organic compounds necessary for the emergence of Earth's first living organisms.Scientists the world over have been engaged in understanding the process behind the beginning of life on the planet. They have been trying to unfold the mysterious circumstances on Earth that enabled various chemical compounds to come together in a warm watery setting to form a living microbe able to reproduce itself.""There is still much to learn about the chemical steps that led to the origin of life on Earth - the first self-replicating system. This research certainly adds to the list of chemical compounds that would have been present in the early Earth's prebiotic (existing before the emergence of life) soup,"" Danny Glavin of NASA's Goddard Space Flight and co-author of the study told Reuters.The two nucleobases, called cytosine and thymine, newly identified in the meteorites may have eluded detection in previous examinations because they possess a more delicate structure than the other three, the researchers said.The five nucleobases would not have been the only chemical compounds necessary for life. Among other things needed were: amino acids, which are components of proteins and enzymes; sugars, which are part of the DNA and RNA backbone; and fatty acids, which are structural components of cell membranes.""This study demonstrates that a diversity of meteoritic nucleobases could serve as building blocks of DNA and RNA on the early Earth,"" the paper read.",2022-04-27
156,Lucknow businessman shoots self in hotel room over dispute with wife ,"A Lucknow businessman committed suicide by shooting himself with an illegal pistol in a hotel on Tuesday. As per the police, the businessman was having a dispute with his wife.The wife demanded a divorce from the man.Vijay Gupta, the businessman, had booked a room in Lucknow after having a fight with his wife. The hotel staff heard the sound of firing and rushed to the room and saw the man lying on the floor with a gun in his hand.The staff informed the police. Another reason behind his suicide is considered to be a huge business loss. The man had a liquor business.Police Commissioner, DK Thakur said, ‘’An information was received from the hotel, following which the businessman was rushed to the hospital but was declared dead by the doctors.’’",2022-04-27
157,Why share market is down today | Check top gaining shares,"The Sensex and Nifty fell on Wednesday after all major sectors posted losses, as appetite for risky assets soured over fears about a global economic slowdown, while conglomerate Reliance Industries scaled a record high.The NSE Nifty 50 index was down 0.89 per cent or 152.25 points at 17,048.55, while the S&P BSE Sensex fell 0.78 per cent or 446.27 points to 56,910.34. Both the indexes rose more than 1 per cent each in the previous session.Global stocks were hurt by news of Russia cutting gas supplies to Eastern Europe, prospects of aggressive US interest rate hikes, worries over sky-high inflation and stringent Covid-19-related curbs in China.The MSCI's broadest index of Asia-Pacific shares outside Japan fell 1.1 per cent to its lowest level since March 15.In India, stocks across sectors lost ground. Just three of the 50 stocks on the Nifty 50 index gained.Nifty's small-cap index fell 1.3 per cent and the mid-cap index slipped 1 per cent. Nifty's volatility index, an indicator of the degree of volatility traders expect over the next 30 days, rose 6.6 per cent.Hindustan Unilever was down 1.1 per cent ahead of quarterly results, while Bajaj Finance fell more than 5 per cent to a five-week low and was the top percentage loser on the Nifty 50.Bucking the trend, Reliance Industries extended gains for a second session, jumping 1 per cent.Mahindra Logistics jumped 10 per cent following quarterly results, while Care Ratings tumbled 11 per cent after saying its CEO had resigned.ALSO READ | Elon Musk owns Twitter but will Tesla pay the price?",2022-04-27
158,Order successfully delivered: Our DNA came from deep space,"As we go deep into the universe to look for another rock that could harbour life, we are still trying to figure out how the process of life jumpstarted on Earth. Analysis of meteorites has now shown that the chemical ingredients of life were delivered to Earth from deep space.A team of researchers from the Institute of Low-Temperature Science (ILTS) at Hokkaido University has reported the discovery of nucleobases in three carbonaceous meteorites. Nucleobases are nitrogen-containing compounds crucial in forming DNA's characteristic double-helix structure.The study published in the journal Nature Communications states that the researchers identify various pyrimidine nucleobases such as cytosine, uracil, and thymine, and their structural isomers such as isocytosine, imidazole-4-carboxylic acid, and 6-methyluracil. It is to be noted that the DNA is made up of nucleobases called adenine (A), thymine (T), cytosine (C), and guanine (G), meanwhile, RNA, also uses A, C and G, but swaps out thymine for uracil (U).The researchers examined material from three meteorites - one that fell in 1950 near the town of Murray in the U.S. state of Kentucky, one that fell in 1969 near the town of Murchison in Australia's Victoria state, and one that fell in 2000 near Tagish Lake in Canada's British Columbia province.All three are classified as carbonaceous chondrites, made of rocky material thought to have formed early in the solar system's history. They are carbon-rich, with the Murchison and Murray meteorites containing about 2% organic carbon by weight and the Tagish Lake meteorite containing about 4% organic carbon. Carbon is a primary constituent of organisms on Earth.The confirmation of an extraterrestrial origin of a complete set of nucleobases found in DNA and RNA buttresses the theory that meteorites could have been an important source of organic compounds necessary for the emergence of Earth's first living organisms.Scientists the world over have been engaged in understanding the process behind the beginning of life on the planet. They have been trying to unfold the mysterious circumstances on Earth that enabled various chemical compounds to come together in a warm watery setting to form a living microbe able to reproduce itself.""There is still much to learn about the chemical steps that led to the origin of life on Earth - the first self-replicating system. This research certainly adds to the list of chemical compounds that would have been present in the early Earth's prebiotic (existing before the emergence of life) soup,"" Danny Glavin of NASA's Goddard Space Flight and co-author of the study told Reuters.The two nucleobases, called cytosine and thymine, newly identified in the meteorites may have eluded detection in previous examinations because they possess a more delicate structure than the other three, the researchers said.The five nucleobases would not have been the only chemical compounds necessary for life. Among other things needed were: amino acids, which are components of proteins and enzymes; sugars, which are part of the DNA and RNA backbone; and fatty acids, which are structural components of cell membranes.""This study demonstrates that a diversity of meteoritic nucleobases could serve as building blocks of DNA and RNA on the early Earth,"" the paper read.",2022-04-27
159,Lucknow businessman shoots self in hotel room over dispute with wife ,"A Lucknow businessman committed suicide by shooting himself with an illegal pistol in a hotel on Tuesday. As per the police, the businessman was having a dispute with his wife.The wife demanded a divorce from the man.Vijay Gupta, the businessman, had booked a room in Lucknow after having a fight with his wife. The hotel staff heard the sound of firing and rushed to the room and saw the man lying on the floor with a gun in his hand.The staff informed the police. Another reason behind his suicide is considered to be a huge business loss. The man had a liquor business.Police Commissioner, DK Thakur said, ‘’An information was received from the hotel, following which the businessman was rushed to the hospital but was declared dead by the doctors.’’",2022-04-27
160,"Yamuna Expressway Authority approves Rs 4,528 crore budget for 2022-23 | Details","The Yamuna Expressway Industrial Development Authority (YEIDA) on Tuesday approved a budget of Rs 4,528 crore to be spent in the financial year 2022-23 on different developmental projects across the city.The authority has set aside Rs 1,535 crore in expenditure for land acquisition, three times more than last year's allocation.The project, Master Plan-2041 Yamuna Expressway Industrial Development Area (YEIDA) (Phase-I) aims at sustainable development, evolving development vision and a road map for balanced growth of the region by regulating future spatial development to be envisaged for the horizon year, 2041.CEO Yamuna Development Authority Arunveer Singh said, ""The vision is a sustainable, efficient, well-connected and globally recognized city that capitalizes on the economic opportunity surrounding the Noida International Airport and economic corridors while ensuring the highest living standards for its citizens”.""YEIDA has huge potential for various small and medium scale industries, including cottage industries. Hence, the plan includes a major sector of industrial development. Provision for logistics facilities is also to be planned in order to fulfil future industrial demands. Heritage and cultural aspects may not be prominent in YEIDA at present. But the city will act as a gateway for the region due to the upcoming International Airport,"" he added.The Yamuna Expressway Authority has also allocated Rs 76.98 crore for the smart village project.The area is bounded by the Greater Noida Authority in the North, Bulandshahar and Khurja Development Authorities in the East, and Aligarh District in the South. Apart from the Proposed Yamuna and Eastern Peripheral Expressways running through the area, the other proposed expressways like the Ganga and Upper Ganga Canal expressways are also proposed in its close vicinity.The Master Plan 2041 promotes more mixed-use development and industrial development. YEIDA population is estimated to be 41.7 lakhs by 2041. To cater to this growth, it is estimated that the area requires 8 lakh homes, 1,200 hectares of commercial space and 4,000 hectares of industrial land. Based on the vision, the existing scenario, projections and potential of the area master plan 2041 is proposed.Some major proposals include Aerotropolis, Central Business District, Olympic city and the transportation sector. Smart infrastructure for logistics, E-commerce, Intermodal Freight Hub, office parks and corridors, hotels, entertainment, retail clusters, wellness and medical centers, mixed use residential clusters are the key components of the airport city-side development.This new zone expects to create a high-density district with a distinct character and a clearly identifiable urban form. The land used in this central commercial core would include a mix of offices, retail and other business uses, along with some residential developments.Physical proposals include proposing arterial, sub arterial, collector and local roads, which constitute 13 percent of the total area.Meanwhile, public transport proposals include metro and Neo metro extensions, city bus network and routes. In addition to this, proposals for inter-state bus terminals, freight corridors, depots are also presented.A major component of transport is parking and the plan covers this aspect very well by giving provisions for on-street and off-street parking. 3 multi-modal hubs are proposed along the Yamuna Expressway.READ MORE| Noida authority approves Rs 4,880 crore budget for 2022-23 | DetailsREAD MORE| Noida authority approves Rs 757 crore budget for Jewar airport",2022-04-27
